month,customer_id,segment_id,plant_id,currency,volume_t,net_sales_local,net_sales_eur,orders,deliveries,freight_local,freight_eur,order_handling_local,order_handling_eur
2025-10,C020,S5,P3,SEK,386.72,5308370.48,447389.89,36,31,143220.0,12070.59,372600.0,31402.76
2025-11,C020,S5,P3,SEK,353.07,4856144.58,409190.04,33,28,129360.0,10900.17,341550.0,28779.8
2025-12,C020,S5,P3,SEK,403.83,5543215.26,467635.87,37,32,147840.0,12472.06,382950.0,32306.37
2024-01,C021,S3,P2,EUR,187.54,173626.39,173626.39,16,14,5390.0,5390.0,14080.0,14080.0
2024-02,C021,S3,P2,EUR,172.7,159953.81,159953.81,15,13,5005.0,5005.0,13200.0,13200.0
2024-03,C021,S3,P2,EUR,186.63,173681.14,173681.14,16,14,5390.0,5390.0,14080.0,14080.0
2024-04,C021,S3,P2,EUR,185.1,171510.26,171510.26,16,14,5390.0,5390.0,14080.0,14080.0
2024-05,C021,S3,P2,EUR,174.63,162582.94,162582.94,15,13,5005.0,5005.0,13200.0,13200.0
2024-06,C021,S3,P2,EUR,177.09,163616.62,163616.62,15,13,5005.0,5005.0,13200.0,13200.0
2024-07,C021,S3,P2,EUR,166.57,154754.63,154754.63,14,12,4620.0,4620.0,12320.0,12320.0
2024-08,C021,S3,P2,EUR,186.86,172162.13,172162.13,16,14,5390.0,5390.0,14080.0,14080.0
2024-09,C021,S3,P2,EUR,190.65,176402.7,176402.7,17,14,5390.0,5390.0,14960.0,14960.0
2024-10,C021,S3,P2,EUR,193.97,178618.77,178618.77,17,14,5390.0,5390.0,14960.0,14960.0
2024-11,C021,S3,P2,EUR,187.99,174638.97,174638.97,16,14,5390.0,5390.0,14080.0,14080.0
2024-12,C021,S3,P2,EUR,182.09,168310.92,168310.92,16,13,5005.0,5005.0,14080.0,14080.0
2025-01,C021,S3,P2,EUR,212.81,191429.58,191429.58,18,16,6464.0,6464.0,16290.0,16290.0
2025-02,C021,S3,P2,EUR,193.36,173635.76,173635.76,17,14,5656.0,5656.0,15385.0,15385.0
2025-03,C021,S3,P2,EUR,196.96,176661.96,176661.96,17,14,5656.0,5656.0,15385.0,15385.0
2025-04,C021,S3,P2,EUR,190.2,171473.99,171473.99,17,14,5656.0,5656.0,15385.0,15385.0
2025-05,C021,S3,P2,EUR,227.2,204528.38,204528.38,20,17,6868.0,6868.0,18100.0,18100.0
2025-06,C021,S3,P2,EUR,193.62,173084.55,173084.55,17,14,5656.0,5656.0,15385.0,15385.0
2025-07,C021,S3,P2,EUR,170.21,153278.03,153278.03,15,12,4848.0,4848.0,13575.0,13575.0
2025-08,C021,S3,P2,EUR,200.4,179605.81,179605.81,17,15,6060.0,6060.0,15385.0,15385.0
2025-09,C021,S3,P2,EUR,212.33,190766.22,190766.22,18,16,6464.0,6464.0,16290.0,16290.0
2025-10,C021,S3,P2,EUR,221.92,200331.97,200331.97,19,16,6464.0,6464.0,17195.0,17195.0
2025-11,C021,S3,P2,EUR,220.61,196564.47,196564.47,19,16,6464.0,6464.0,17195.0,17195.0
2025-12,C021,S3,P2,EUR,215.48,192745.73,192745.73,19,16,6464.0,6464.0,17195.0,17195.0
2024-01,C022,S2,P1,EUR,368.31,356932.2,356932.2,20,28,10780.0,10780.0,17600.0,17600.0
2024-02,C022,S2,P1,EUR,405.07,390195.04,390195.04,22,31,11935.0,11935.0,19360.0,19360.0
2024-03,C022,S2,P1,EUR,386.73,372985.46,372985.46,21,29,11165.0,11165.0,18480.0,18480.0
2024-04,C022,S2,P1,EUR,356.66,346320.29,346320.29,20,27,10395.0,10395.0,17600.0,17600.0
2024-05,C022,S2,P1,EUR,347.09,333571.35,333571.35,19,26,10010.0,10010.0,16720.0,16720.0
2024-06,C022,S2,P1,EUR,365.89,354720.58,354720.58,20,28,10780.0,10780.0,17600.0,17600.0
2024-07,C022,S2,P1,EUR,349.43,336733.82,336733.82,19,26,10010.0,10010.0,16720.0,16720.0
2024-08,C022,S2,P1,EUR,361.44,349691.49,349691.49,20,27,10395.0,10395.0,17600.0,17600.0
2024-09,C022,S2,P1,EUR,432.86,419475.41,419475.41,24,33,12705.0,12705.0,21120.0,21120.0
2024-10,C022,S2,P1,EUR,424.58,409491.74,409491.74,24,32,12320.0,12320.0,21120.0,21120.0
2024-11,C022,S2,P1,EUR,420.37,403647.16,403647.16,23,32,12320.0,12320.0,20240.0,20240.0
2024-12,C022,S2,P1,EUR,440.72,427053.91,427053.91,24,33,12705.0,12705.0,21120.0,21120.0
2025-01,C022,S2,P1,EUR,346.24,322624.28,322624.28,19,26,10504.0,10504.0,17195.0,17195.0
2025-02,C022,S2,P1,EUR,384.05,358799.07,358799.07,21,29,11716.0,11716.0,19005.0,19005.0
2025-03,C022,S2,P1,EUR,343.51,321003.89,321003.89,19,26,10504.0,10504.0,17195.0,17195.0
2025-04,C022,S2,P1,EUR,341.4,318780.21,318780.21,19,26,10504.0,10504.0,17195.0,17195.0
2025-05,C022,S2,P1,EUR,373.29,348638.28,348638.28,21,28,11312.0,11312.0,19005.0,19005.0
2025-06,C022,S2,P1,EUR,372.26,348471.8,348471.8,21,28,11312.0,11312.0,19005.0,19005.0
2025-07,C022,S2,P1,EUR,356.39,331977.94,331977.94,20,27,10908.0,10908.0,18100.0,18100.0
2025-08,C022,S2,P1,EUR,361.61,339203.0,339203.0,20,27,10908.0,10908.0,18100.0,18100.0
2025-09,C022,S2,P1,EUR,376.72,350717.5,350717.5,21,28,11312.0,11312.0,19005.0,19005.0
2025-10,C022,S2,P1,EUR,389.27,361328.17,361328.17,22,29,11716.0,11716.0,19910.0,19910.0
2025-11,C022,S2,P1,EUR,420.99,394130.44,394130.44,23,32,12928.0,12928.0,20815.0,20815.0
2025-12,C022,S2,P1,EUR,353.35,330774.49,330774.49,20,27,10908.0,10908.0,18100.0,18100.0
2024-01,C023,S4,P4,SEK,262.85,3763980.54,328574.09,24,18,79200.0,6913.71,241200.0,21055.39
2024-02,C023,S4,P4,SEK,268.0,3813282.01,333381.3,24,18,79200.0,6924.17,241200.0,21087.23
2024-03,C023,S4,P4,SEK,275.13,3930769.21,344438.73,25,19,83600.0,7325.56,251250.0,22016.11
2024-04,C023,S4,P4,SEK,297.48,4219297.97,367746.09,27,20,88000.0,7669.91,271350.0,23650.36
2024-05,C023,S4,P4,SEK,279.38,3985718.05,348715.89,25,19,83600.0,7314.28,251250.0,21982.2
2024-06,C023,S4,P4,SEK,248.51,3550656.95,311098.19,23,17,74800.0,6553.76,231150.0,20252.69
2024-07,C023,S4,P4,SEK,218.35,3123413.56,275506.18,20,15,66000.0,5821.65,201000.0,17729.56
2024-08,C023,S4,P4,SEK,269.72,3856837.8,336782.9,25,18,79200.0,6915.82,251250.0,21939.4
2024-09,C023,S4,P4,SEK,288.1,4119612.86,361591.58,26,19,83600.0,7337.84,261300.0,22935.14
2024-10,C023,S4,P4,SEK,284.41,4065961.34,356428.78,26,19,83600.0,7328.51,261300.0,22905.98
2024-11,C023,S4,P4,SEK,277.26,3932661.9,342760.44,25,19,83600.0,7286.36,251250.0,21898.29
2024-12,C023,S4,P4,SEK,260.12,3709735.53,324788.61,24,18,79200.0,6933.99,241200.0,21117.14
2025-01,C023,S4,P4,SEK,291.09,4227662.49,355182.18,26,20,92400.0,7762.88,269100.0,22608.13
2025-02,C023,S4,P4,SEK,258.63,3735505.24,314693.41,24,17,78540.0,6616.51,248400.0,20926.18
2025-03,C023,S4,P4,SEK,337.23,4887523.98,409831.2,31,23,106260.0,8910.17,320850.0,26904.08
2025-04,C023,S4,P4,SEK,293.7,4262842.48,360159.05,27,20,92400.0,7806.69,279450.0,23610.17
2025-05,C023,S4,P4,SEK,323.21,4656628.3,390860.04,29,22,101640.0,8531.28,300150.0,25193.47
2025-06,C023,S4,P4,SEK,298.07,4290189.76,362203.33,27,20,92400.0,7800.96,279450.0,23592.83
2025-07,C023,S4,P4,SEK,235.08,3400368.63,285711.65,21,16,73920.0,6211.03,217350.0,18262.56
2025-08,C023,S4,P4,SEK,316.06,4593348.51,390514.48,29,21,97020.0,8248.39,300150.0,25517.97
2025-09,C023,S4,P4,SEK,346.53,5008580.05,420394.5,32,23,106260.0,8918.92,331200.0,27799.23
2025-10,C023,S4,P4,SEK,297.22,4305103.52,362834.47,27,20,92400.0,7787.48,279450.0,23552.07
2025-11,C023,S4,P4,SEK,316.27,4579842.98,385908.22,29,21,97020.0,8175.13,300150.0,25291.34
2025-12,C023,S4,P4,SEK,368.37,5338652.26,450378.55,34,25,115500.0,9743.79,351900.0,29686.93
2024-01,C024,S3,P3,SEK,211.4,2264824.66,197706.31,22,13,57200.0,4993.23,221100.0,19300.77
2024-02,C024,S3,P3,SEK,192.41,2064988.25,180534.37,20,12,52800.0,4616.11,201000.0,17572.7
2024-03,C024,S3,P3,SEK,212.54,2264898.06,198464.62,22,13,57200.0,5012.22,221100.0,19374.17
2024-04,C024,S3,P3,SEK,205.95,2181455.38,190131.55,21,13,57200.0,4985.44,211050.0,18394.72
2024-05,C024,S3,P3,SEK,233.86,2493499.02,218159.62,24,14,61600.0,5389.47,241200.0,21102.92
2024-06,C024,S3,P3,SEK,210.66,2258362.55,197871.13,22,13,57200.0,5011.7,221100.0,19372.14
2024-07,C024,S3,P3,SEK,177.27,1873501.59,165255.5,18,11,48400.0,4269.21,180900.0,15956.6
2024-08,C024,S3,P3,SEK,226.28,2410220.13,210462.81,23,14,61600.0,5378.97,231150.0,20184.25
2024-09,C024,S3,P3,SEK,230.12,2450417.23,215080.95,24,14,61600.0,5406.83,241200.0,21170.89
2024-10,C024,S3,P3,SEK,234.63,2495383.81,218749.4,24,14,61600.0,5399.96,241200.0,21143.98
2024-11,C024,S3,P3,SEK,229.72,2446294.63,213212.59,24,14,61600.0,5368.89,241200.0,21022.36
2024-12,C024,S3,P3,SEK,213.85,2285162.78,200066.78,22,13,57200.0,5007.88,221100.0,19357.38
2025-01,C024,S3,P3,SEK,181.47,1981304.35,166457.0,19,11,50820.0,4269.58,196650.0,16521.32
2025-02,C024,S3,P3,SEK,209.38,2265200.25,190829.23,22,13,60060.0,5059.69,227700.0,19182.33
2025-03,C024,S3,P3,SEK,205.24,2227388.17,186772.11,21,13,60060.0,5036.18,217350.0,18225.35
2025-04,C024,S3,P3,SEK,221.05,2393962.19,202261.08,23,14,64680.0,5464.68,238050.0,20112.37
2025-05,C024,S3,P3,SEK,225.37,2438669.29,204692.82,23,14,64680.0,5429.0,238050.0,19981.03
2025-06,C024,S3,P3,SEK,206.87,2252964.74,190208.68,21,13,60060.0,5070.62,217350.0,18349.98
2025-07,C024,S3,P3,SEK,162.82,1760748.0,147944.61,17,10,46200.0,3881.9,175950.0,14783.97
2025-08,C024,S3,P3,SEK,199.5,2163017.08,183894.06,21,12,55440.0,4713.36,217350.0,18478.53
2025-09,C024,S3,P3,SEK,225.09,2448147.15,205484.9,23,14,64680.0,5428.91,238050.0,19980.69
2025-10,C024,S3,P3,SEK,238.21,2579445.03,217395.83,25,15,69300.0,5840.61,258750.0,21807.47
2025-11,C024,S3,P3,SEK,230.21,2505736.74,211139.2,24,14,64680.0,5450.09,248400.0,20930.76
2025-12,C024,S3,P3,SEK,209.36,2276155.69,192020.69,22,13,60060.0,5066.77,227700.0,19209.19
2024-01,C025,S5,P2,EUR,426.39,479056.61,479056.61,41,24,9240.0,9240.0,36080.0,36080.0
2024-02,C025,S5,P2,EUR,455.79,519163.16,519163.16,44,26,10010.0,10010.0,38720.0,38720.0
2024-03,C025,S5,P2,EUR,470.04,534482.18,534482.18,45,27,10395.0,10395.0,39600.0,39600.0
2024-04,C025,S5,P2,EUR,468.74,534632.89,534632.89,45,27,10395.0,10395.0,39600.0,39600.0
2024-05,C025,S5,P2,EUR,469.74,533901.13,533901.13,45,27,10395.0,10395.0,39600.0,39600.0
2024-06,C025,S5,P2,EUR,441.9,499021.18,499021.18,42,25,9625.0,9625.0,36960.0,36960.0
2024-07,C025,S5,P2,EUR,430.75,489730.36,489730.36,41,25,9625.0,9625.0,36080.0,36080.0
2024-08,C025,S5,P2,EUR,387.42,440049.99,440049.99,37,22,8470.0,8470.0,32560.0,32560.0
2024-09,C025,S5,P2,EUR,497.53,563603.4,563603.4,48,29,11165.0,11165.0,42240.0,42240.0
2024-10,C025,S5,P2,EUR,478.03,539495.16,539495.16,46,27,10395.0,10395.0,40480.0,40480.0
2024-11,C025,S5,P2,EUR,504.37,572072.7,572072.7,48,29,11165.0,11165.0,42240.0,42240.0
2024-12,C025,S5,P2,EUR,451.69,516219.03,516219.03,43,26,10010.0,10010.0,37840.0,37840.0
2025-01,C025,S5,P2,EUR,421.76,463185.93,463185.93,40,24,9696.0,9696.0,36200.0,36200.0
2025-02,C025,S5,P2,EUR,413.97,452746.04,452746.04,40,24,9696.0,9696.0,36200.0,36200.0
2025-03,C025,S5,P2,EUR,376.14,411375.64,411375.64,36,22,8888.0,8888.0,32580.0,32580.0
2025-04,C025,S5,P2,EUR,455.84,499986.36,499986.36,44,26,10504.0,10504.0,39820.0,39820.0
2025-05,C025,S5,P2,EUR,457.51,503963.52,503963.52,44,26,10504.0,10504.0,39820.0,39820.0
2025-06,C025,S5,P2,EUR,438.53,478866.97,478866.97,42,25,10100.0,10100.0,38010.0,38010.0
2025-07,C025,S5,P2,EUR,381.99,417325.41,417325.41,37,22,8888.0,8888.0,33485.0,33485.0
2025-08,C025,S5,P2,EUR,328.33,359502.43,359502.43,31,19,7676.0,7676.0,28055.0,28055.0
2025-09,C025,S5,P2,EUR,543.04,592613.7,592613.7,52,31,12524.0,12524.0,47060.0,47060.0
2025-10,C025,S5,P2,EUR,486.04,532471.07,532471.07,47,28,11312.0,11312.0,42535.0,42535.0
2025-11,C025,S5,P2,EUR,452.88,497042.29,497042.29,43,26,10504.0,10504.0,38915.0,38915.0
2025-12,C025,S5,P2,EUR,420.08,460140.25,460140.25,40,24,9696.0,9696.0,36200.0,36200.0
2024-01,C026,S3,P2,EUR,373.64,350833.94,350833.94,22,26,10010.0,10010.0,19360.0,19360.0
2024-02,C026,S3,P2,EUR,384.75,362649.24,362649.24,23,27,10395.0,10395.0,20240.0,20240.0
2024-03,C026,S3,P2,EUR,427.99,405632.34,405632.34,25,30,11550.0,11550.0,22000.0,22000.0
2024-04,C026,S3,P2,EUR,385.59,365893.22,365893.22,23,27,10395.0,10395.0,20240.0,20240.0
2024-05,C026,S3,P2,EUR,316.19,298645.57,298645.57,18,22,8470.0,8470.0,15840.0,15840.0
2024-06,C026,S3,P2,EUR,375.99,355708.51,355708.51,22,27,10395.0,10395.0,19360.0,19360.0
2024-07,C026,S3,P2,EUR,361.91,344087.91,344087.91,21,26,10010.0,10010.0,18480.0,18480.0
2024-08,C026,S3,P2,EUR,375.87,354927.81,354927.81,22,27,10395.0,10395.0,19360.0,19360.0
2024-09,C026,S3,P2,EUR,387.23,366827.44,366827.44,23,27,10395.0,10395.0,20240.0,20240.0
2024-10,C026,S3,P2,EUR,438.05,411674.27,411674.27,26,31,11935.0,11935.0,22880.0,22880.0
2024-11,C026,S3,P2,EUR,432.64,405258.42,405258.42,25,31,11935.0,11935.0,22000.0,22000.0
2024-12,C026,S3,P2,EUR,421.78,398657.02,398657.02,25,30,11550.0,11550.0,22000.0,22000.0
2025-01,C026,S3,P2,EUR,361.54,327639.26,327639.26,21,26,10504.0,10504.0,19005.0,19005.0
2025-02,C026,S3,P2,EUR,382.29,347395.63,347395.63,22,27,10908.0,10908.0,19910.0,19910.0
2025-03,C026,S3,P2,EUR,437.75,398014.09,398014.09,26,31,12524.0,12524.0,23530.0,23530.0
2025-04,C026,S3,P2,EUR,413.58,378269.99,378269.99,24,29,11716.0,11716.0,21720.0,21720.0
2025-05,C026,S3,P2,EUR,453.42,413573.75,413573.75,27,32,12928.0,12928.0,24435.0,24435.0
2025-06,C026,S3,P2,EUR,404.27,371971.29,371971.29,24,29,11716.0,11716.0,21720.0,21720.0
2025-07,C026,S3,P2,EUR,344.32,315517.68,315517.68,20,24,9696.0,9696.0,18100.0,18100.0
2025-08,C026,S3,P2,EUR,404.39,368323.71,368323.71,24,29,11716.0,11716.0,21720.0,21720.0
2025-09,C026,S3,P2,EUR,432.19,394411.72,394411.72,25,30,12120.0,12120.0,22625.0,22625.0
2025-10,C026,S3,P2,EUR,419.62,383086.94,383086.94,25,30,12120.0,12120.0,22625.0,22625.0
2025-11,C026,S3,P2,EUR,433.29,394565.8,394565.8,25,31,12524.0,12524.0,22625.0,22625.0
2025-12,C026,S3,P2,EUR,424.92,386561.42,386561.42,25,30,12120.0,12120.0,22625.0,22625.0
2024-01,C027,S3,P4,SEK,1300.43,13633201.25,1190100.93,135,85,374000.0,32648.07,1356750.0,118436.56
2024-02,C027,S3,P4,SEK,1307.33,13704563.39,1198139.86,136,85,374000.0,32697.45,1366800.0,119494.33
2024-03,C027,S3,P4,SEK,1159.56,11999760.63,1051494.52,121,76,334400.0,29302.23,1216050.0,106557.95
2024-04,C027,S3,P4,SEK,1333.45,13955708.48,1216353.35,139,87,382800.0,33364.13,1396950.0,121755.54
2024-05,C027,S3,P4,SEK,1403.97,14706856.94,1286722.92,146,91,400400.0,35031.54,1467300.0,128376.07
2024-06,C027,S3,P4,SEK,1324.3,13893951.19,1217347.41,138,86,378400.0,33154.3,1386900.0,121516.13
2024-07,C027,S3,P4,SEK,1144.63,11938690.27,1053073.15,119,75,330000.0,29108.23,1195950.0,105490.87
2024-08,C027,S3,P4,SEK,1168.49,12225734.02,1067563.22,121,76,334400.0,29200.14,1216050.0,106186.69
2024-09,C027,S3,P4,SEK,1284.55,13423285.7,1178204.66,134,84,369600.0,32440.97,1346700.0,118204.16
2024-10,C027,S3,P4,SEK,1393.77,14568519.7,1277100.13,145,91,400400.0,35099.72,1457250.0,127744.9
2024-11,C027,S3,P4,SEK,1580.31,16545010.22,1442019.46,164,103,453200.0,39499.72,1648200.0,143652.77
2024-12,C027,S3,P4,SEK,1310.62,13712836.59,1200563.53,136,85,374000.0,32743.83,1366800.0,119663.81
2025-01,C027,S3,P4,SEK,1284.48,13045449.97,1095998.42,133,84,388080.0,32604.09,1376550.0,115649.26
2025-02,C027,S3,P4,SEK,1324.85,13360180.82,1125513.32,138,86,397320.0,33471.77,1428300.0,120325.52
2025-03,C027,S3,P4,SEK,1528.68,15359357.81,1287920.86,159,100,462000.0,38739.86,1645650.0,137991.9
2025-04,C027,S3,P4,SEK,1358.12,13743852.64,1161190.66,141,88,406560.0,34349.44,1459350.0,123297.57
2025-05,C027,S3,P4,SEK,1458.6,14757441.73,1238684.7,152,95,438900.0,36839.63,1573200.0,132048.55
2025-06,C027,S3,P4,SEK,1338.69,13487730.79,1138714.43,139,87,401940.0,33934.16,1438650.0,121459.39
2025-07,C027,S3,P4,SEK,1287.47,13065896.65,1097845.35,134,84,388080.0,32607.93,1386900.0,116532.51
2025-08,C027,S3,P4,SEK,1301.05,13206701.86,1122799.27,135,85,392700.0,33386.33,1397250.0,118790.54
2025-09,C027,S3,P4,SEK,1497.98,15104840.12,1267822.74,156,98,452760.0,38002.35,1614600.0,135521.24
2025-10,C027,S3,P4,SEK,1501.3,15199356.5,1281002.98,156,98,452760.0,38158.65,1614600.0,136078.62
2025-11,C027,S3,P4,SEK,1454.69,14628208.44,1232606.86,151,95,438900.0,36982.73,1562850.0,131689.38
2025-12,C027,S3,P4,SEK,1358.28,13762983.07,1161070.64,141,88,406560.0,34298.15,1459350.0,123113.46
2024-01,C028,S3,P3,SEK,610.93,6308083.43,550659.81,47,38,167200.0,14595.61,472350.0,41233.47
2024-02,C028,S3,P3,SEK,636.44,6552063.4,572822.94,49,40,176000.0,15387.04,492450.0,43053.1
2024-03,C028,S3,P3,SEK,707.86,7307390.99,640319.57,54,44,193600.0,16964.45,542700.0,47554.79
2024-04,C028,S3,P3,SEK,595.26,6118096.72,533241.82,45,37,162800.0,14189.34,452250.0,39417.26
2024-05,C028,S3,P3,SEK,667.25,6915703.06,605064.27,51,42,184800.0,16168.4,512550.0,44843.7
2024-06,C028,S3,P3,SEK,623.83,6440738.4,564318.68,48,39,171600.0,15035.09,482400.0,42266.48
2024-07,C028,S3,P3,SEK,539.48,5587182.2,492827.22,41,34,149600.0,13195.73,412050.0,36345.59
2024-08,C028,S3,P3,SEK,560.74,5815774.56,507839.2,43,35,154000.0,13447.43,432150.0,37735.77
2024-09,C028,S3,P3,SEK,639.84,6613294.87,580470.01,49,40,176000.0,15448.08,492450.0,43223.91
2024-10,C028,S3,P3,SEK,748.22,7749867.0,679365.94,57,47,206800.0,18128.42,572850.0,50216.96
2024-11,C028,S3,P3,SEK,738.15,7597877.78,662210.99,56,46,202400.0,17640.65,562800.0,49052.16
2024-12,C028,S3,P3,SEK,639.41,6574106.21,575565.24,49,40,176000.0,15408.86,492450.0,43114.17
2025-01,C028,S3,P3,SEK,616.65,6453784.31,542207.24,47,39,180180.0,15137.61,486450.0,40868.54
2025-02,C028,S3,P3,SEK,663.5,6977437.25,587806.31,51,42,194040.0,16346.68,527850.0,44468.13
2025-03,C028,S3,P3,SEK,668.18,6968244.56,584304.87,51,42,194040.0,16270.74,527850.0,44261.55
2025-04,C028,S3,P3,SEK,610.85,6374991.49,538610.3,47,38,175560.0,14832.71,486450.0,41099.19
2025-05,C028,S3,P3,SEK,695.46,7267825.82,610034.23,53,44,203280.0,17062.57,548550.0,46043.24
2025-06,C028,S3,P3,SEK,653.78,6849568.65,578281.31,50,41,189420.0,15991.96,517500.0,43690.43
2025-07,C028,S3,P3,SEK,605.43,6363023.06,534644.92,46,38,175560.0,14751.21,476100.0,40003.7
2025-08,C028,S3,P3,SEK,642.37,6757093.43,574470.42,49,40,184800.0,15711.21,507150.0,43116.57
2025-09,C028,S3,P3,SEK,716.84,7491580.17,628804.78,55,45,207900.0,17450.06,569250.0,47779.92
2025-10,C028,S3,P3,SEK,758.5,7938032.0,669017.97,58,48,221760.0,18689.95,600300.0,50593.33
2025-11,C028,S3,P3,SEK,764.46,8033961.11,676960.25,58,48,221760.0,18686.01,600300.0,50582.67
2025-12,C028,S3,P3,SEK,627.21,6567566.17,554052.0,48,39,180180.0,15200.32,496800.0,41910.96
2024-01,C029,S5,P1,EUR,238.33,279134.84,279134.84,11,18,6930.0,6930.0,9680.0,9680.0
2024-02,C029,S5,P1,EUR,273.93,321153.4,321153.4,13,21,8085.0,8085.0,11440.0,11440.0
2024-03,C029,S5,P1,EUR,258.11,303400.1,303400.1,12,20,7700.0,7700.0,10560.0,10560.0
2024-04,C029,S5,P1,EUR,271.01,315743.93,315743.93,13,21,8085.0,8085.0,11440.0,11440.0
2024-05,C029,S5,P1,EUR,255.47,301397.37,301397.37,12,19,7315.0,7315.0,10560.0,10560.0
2024-06,C029,S5,P1,EUR,282.97,331915.08,331915.08,13,21,8085.0,8085.0,11440.0,11440.0
2024-07,C029,S5,P1,EUR,225.91,264159.78,264159.78,11,17,6545.0,6545.0,9680.0,9680.0
2024-08,C029,S5,P1,EUR,267.18,315181.74,315181.74,13,20,7700.0,7700.0,11440.0,11440.0
2024-09,C029,S5,P1,EUR,288.77,341046.48,341046.48,14,22,8470.0,8470.0,12320.0,12320.0
2024-10,C029,S5,P1,EUR,302.74,355851.52,355851.52,14,23,8855.0,8855.0,12320.0,12320.0
2024-11,C029,S5,P1,EUR,267.48,315659.83,315659.83,13,20,7700.0,7700.0,11440.0,11440.0
2024-12,C029,S5,P1,EUR,292.6,345127.78,345127.78,14,22,8470.0,8470.0,12320.0,12320.0
2025-01,C029,S5,P1,EUR,274.68,328278.58,328278.58,13,21,8484.0,8484.0,11765.0,11765.0
2025-02,C029,S5,P1,EUR,271.91,324945.34,324945.34,13,21,8484.0,8484.0,11765.0,11765.0
2025-03,C029,S5,P1,EUR,257.34,310320.84,310320.84,12,20,8080.0,8080.0,10860.0,10860.0
2025-04,C029,S5,P1,EUR,284.22,338406.86,338406.86,13,22,8888.0,8888.0,11765.0,11765.0
2025-05,C029,S5,P1,EUR,307.98,369437.72,369437.72,15,23,9292.0,9292.0,13575.0,13575.0
2025-06,C029,S5,P1,EUR,269.37,322373.76,322373.76,13,20,8080.0,8080.0,11765.0,11765.0
2025-07,C029,S5,P1,EUR,258.17,306111.17,306111.17,12,20,8080.0,8080.0,10860.0,10860.0
2025-08,C029,S5,P1,EUR,266.01,318041.15,318041.15,13,20,8080.0,8080.0,11765.0,11765.0
2025-09,C029,S5,P1,EUR,291.26,350165.39,350165.39,14,22,8888.0,8888.0,12670.0,12670.0
2025-10,C029,S5,P1,EUR,291.64,346699.2,346699.2,14,22,8888.0,8888.0,12670.0,12670.0
2025-11,C029,S5,P1,EUR,285.34,344763.62,344763.62,14,22,8888.0,8888.0,12670.0,12670.0
2025-12,C029,S5,P1,EUR,283.81,336301.39,336301.39,13,22,8888.0,8888.0,11765.0,11765.0
2024-01,C030,S2,P3,SEK,368.21,4264871.82,372299.05,25,24,105600.0,9218.28,251250.0,21932.7
2024-02,C030,S2,P3,SEK,359.08,4128462.71,360936.4,25,23,101200.0,8847.55,251250.0,21965.87
2024-03,C030,S2,P3,SEK,463.66,5326761.35,466764.34,32,30,132000.0,11566.67,321600.0,28180.62
2024-04,C030,S2,P3,SEK,418.88,4799607.07,418324.74,29,27,118800.0,10354.38,291450.0,25402.23
2024-05,C030,S2,P3,SEK,353.75,4058049.22,355044.25,24,23,101200.0,8854.13,241200.0,21102.92
2024-06,C030,S2,P3,SEK,382.26,4394970.56,385074.48,26,24,105600.0,9252.36,261300.0,22894.34
2024-07,C030,S2,P3,SEK,353.09,4046159.22,356898.58,24,23,101200.0,8926.52,241200.0,21275.47
2024-08,C030,S2,P3,SEK,376.78,4334663.62,378507.13,26,24,105600.0,9221.1,261300.0,22816.98
2024-09,C030,S2,P3,SEK,425.97,4883604.35,428649.55,29,27,118800.0,10427.46,291450.0,25581.5
2024-10,C030,S2,P3,SEK,446.43,5138507.84,450449.95,31,29,127600.0,11185.62,311550.0,27310.98
2024-11,C030,S2,P3,SEK,490.64,5624936.46,490254.63,34,31,136400.0,11888.26,341700.0,29781.67
2024-12,C030,S2,P3,SEK,379.12,4383479.48,383775.13,26,24,105600.0,9245.32,261300.0,22876.9
2025-01,C030,S2,P3,SEK,418.87,4903740.8,411982.12,29,27,124740.0,10479.89,300150.0,25216.76
2025-02,C030,S2,P3,SEK,419.68,4912035.03,413808.84,29,27,124740.0,10508.58,300150.0,25285.8
2025-03,C030,S2,P3,SEK,439.81,5177901.19,434180.06,30,28,129360.0,10847.16,310500.0,26036.21
2025-04,C030,S2,P3,SEK,420.16,4911109.26,414929.81,29,27,124740.0,10539.03,300150.0,25359.07
2025-05,C030,S2,P3,SEK,404.52,4736046.27,397526.09,28,26,120120.0,10082.43,289800.0,24324.73
2025-06,C030,S2,P3,SEK,395.63,4598424.57,388226.34,27,25,115500.0,9751.2,279450.0,23592.83
2025-07,C030,S2,P3,SEK,377.28,4432860.17,372465.44,26,24,110880.0,9316.55,269100.0,22610.79
2025-08,C030,S2,P3,SEK,402.12,4681096.28,397974.57,28,26,120120.0,10212.29,289800.0,24638.04
2025-09,C030,S2,P3,SEK,427.75,4995054.81,419259.26,29,27,124740.0,10470.04,300150.0,25193.05
2025-10,C030,S2,P3,SEK,424.9,4964698.53,418425.19,29,27,124740.0,10513.1,300150.0,25296.67
2025-11,C030,S2,P3,SEK,480.88,5638669.05,475127.37,33,31,143220.0,12068.05,341550.0,28779.8
2025-12,C030,S2,P3,SEK,446.15,5204573.89,439067.46,31,29,133980.0,11302.8,320850.0,27067.5
2024-01,C031,S4,P1,EUR,316.09,405305.95,405305.95,29,23,8855.0,8855.0,25520.0,25520.0
2024-02,C031,S4,P1,EUR,303.59,386861.41,386861.41,28,22,8470.0,8470.0,24640.0,24640.0
